"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","wheelchair_boarding"
"LTFRB_2159",,"Santolan Rd, Quezon City, Manila",,14.61,121.052,,,0,,0
"LTFRB_216",,"San Iidefonso, M. Naval, City of Navotas",,14.655,120.949,,,0,,0
"LTFRB_2160",,"Col. Bonny Serrano, Quezon City, Manila",,14.6109,121.055,,,0,,0
"LTFRB_2161",,"Col. Bonny Serrano / 8th Avenue Intersection, Quezon City, Manila",,14.6116,121.058,,,0,,0
"LTFRB_2162",,"Squires Bingham International, Col. Bonny Serrano, Quezon City, Manila",,14.6121,121.06,,,0,,0
"LTFRB_2163",,"15th Ave / Col. Bonny Serrano Intersection, Quezon City, Manila",,14.6127,121.063,,,0,,0
"LTFRB_2164",,"15th Ave / Liverty Avenue Intersection, Quezon City, Manila",,14.6148,121.062,,,0,,0
"LTFRB_2165",,"Liberty Ave / 13th Avenue Intersection, Quezon City, Manila",,14.6144,121.06,,,0,,0
"LTFRB_2166",,"PC Excellent Computer House, 13th Ave, Quezon City, Manila",,14.6171,121.059,,,0,,0
"LTFRB_2167",,"13th Ave / P. Tuazon Blvd, Quezon City, Manila",,14.6192,121.058,,,0,,0
"LTFRB_2168",,"M.T. Dioquino / 15th Avenue, Quezon City, Manila",,14.6181,121.061,,,0,,0
"LTFRB_2169",,"15th Ave / P. Tuazon Blvd, Quezon City, Manila",,14.62,121.06,,,0,,0
"LTFRB_217",,"Navotas Fire Station, M. Naval, City of Navotas",,14.6569,120.948,,,0,,0
"LTFRB_2170",,"P. Tuazon Blvd / 9th Ave Intersection, Quezon City, Manila",,14.6179,121.056,,,0,,0
"LTFRB_2171",,"Main Ave / 10th Ave Intersection, Quezon City, Manila",,14.6153,121.058,,,0,,0
"LTFRB_2172",,"8th Ave, Quezon City, Manila",,14.6159,121.056,,,0,,0
"LTFRB_2173",,"APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila",,14.6183,121.054,,,0,,0
"LTFRB_2174",,"General Romulo Ave ,Quezon City, Manila",,14.6216,121.057,,,0,,0
"LTFRB_2175",,"General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila",,14.6239,121.055,,,0,,0
"LTFRB_2176",,"15th Ave / Mirasol Intersection, Quezon City, Manila",,14.6225,121.058,,,0,,0
"LTFRB_2177",,"Aurora Blvd, Quezon City, Manila",,14.6248,121.057,,,0,,0
"LTFRB_2178",,"Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila",,14.6229,121.053,,,0,,0
"LTFRB_2179",,"W Point / Columbia Intersection, Quezon City, Manila",,14.6248,121.052,,,0,,0
"LTFRB_218",,"Navotas City Hall, M. Naval, City of Navotas",,14.6583,120.947,,,0,,0
"LTFRB_2180",,"Columbia / Yale Intersection, Quezon City, Manila",,14.626,121.055,,,0,,0
"LTFRB_2181",,"Stella Maris College, Columbia, Quezon City, Manila",,14.6257,121.056,,,0,,0
"LTFRB_2182",,"P. Tuazon Blvd, Quezon City, Manila",,14.6209,121.062,,,0,,0
"LTFRB_2183",,"P. Tuazon Blvd / 21st Ave Intersection, Quezon City, Manila",,14.6216,121.064,,,0,,0
"LTFRB_2184",,"20th Ave / D. Silang Intersection, Quezon City, Manila",,14.6186,121.064,,,0,,0
"LTFRB_2185",,"20th Avenue, Quezon City, Manila",,14.6237,121.062,,,0,,0
"LTFRB_2186",,"Aurora Blvd / 20th Avenue, Quezon City, Manila",,14.6265,121.06,,,0,,0
"LTFRB_2187",,"18th Ave, Quezon City, Manila",,14.6182,121.062,,,0,,0
"LTFRB_2188",,"Republican College, 18th Avenue, Quezon City, Manila",,14.616,121.063,,,0,,0
"LTFRB_2189",,"18th Ave, Quezon City, Manila",,14.6139,121.064,,,0,,0
"LTFRB_219",,"Governor Pascual, City of Navotas",,14.6557,120.947,,,0,,0
"LTFRB_2190",,"Yale / Ermin Garcia Ave Intersection, Quezon City, Manila",,14.6294,121.053,,,0,,0
"LTFRB_2191",,"Ermin Garcia Ave / 15th Ave., Quezon City, Manila",,14.6285,121.056,,,0,,0
"LTFRB_2192",,"Ermin Garcia Ave / Albany Intersection, Quezon City, Manila",,14.628,121.057,,,0,,0
"LTFRB_2193",,"Albany, Quezon City, Manila",,14.6263,121.058,,,0,,0
"LTFRB_2194",,"Columbia / Albany Intersection, Quezon City, Manila",,14.6272,121.057,,,0,,0
"LTFRB_2195",,"K-J St, Quezon City, Manila",,14.6298,121.056,,,0,,0
"LTFRB_2196",,"K-J St / K-9th Intersection, Quezon City, Manila",,14.6313,121.055,,,0,,0
"LTFRB_2197",,"Kamias Rd / Kasing-Kasing Intersection, Quezon City, Manila",,14.6339,121.057,,,0,,0
"LTFRB_2198",,"Kamias Rd / Anonas Extension Intersection, Quezon City, Manila",,14.6345,121.059,,,0,,0
"LTFRB_2199",,"K-10th / Anonas Intersection, Quezon City, Manila",,14.6333,121.059,,,0,,0
"LTFRB_22",,"Blue Castle Bar, Marilao",,14.7726,120.94,,,0,,0
"LTFRB_220",,"Governor Pascual / Estrella Street Intersection, City of Navotas",,14.6555,120.948,,,0,,0
"LTFRB_2200",,"Don Quintin Paredes High School, Anonas, Quezon City, Manila",,14.6321,121.061,,,0,,0
"LTFRB_2201",,"Anonas / Marang Intersection, Quezon City, Manila",,14.6309,121.061,,,0,,0
"LTFRB_2202",,"Anonas / Tampoy Intersection, Quezon City, Manila",,14.6297,121.062,,,0,,0
"LTFRB_2203",,"Anonas / Molave Intersection, Quezon City, Manila",,14.6286,121.063,,,0,,0
"LTFRB_2204",,"Aurora Blvd, Quezon City, Manila",,14.6277,121.063,,,0,,0
"LTFRB_2205",,"Aurora Blvd, Quezon City, Manila",,14.6283,121.066,,,0,,0
"LTFRB_2206",,"Asian College of Science and Technology, Aurora Blvd, Quezon City, Manila",,14.6292,121.069,,,0,,0
"LTFRB_2207",,"Aurora Blvd / P. Burgos, Quezon City, Manila",,14.6298252226,121.0703015327,,,0,,0
"LTFRB_2208",,"St. Bridget School, Quezon City, Manila",,14.631,121.073,,,0,,0
"LTFRB_2209",,"Aurora Blvd / Katipunan Ave, Quezon City, Manila",,14.6319,121.074,,,0,,0
"LTFRB_221",,"Governor Pascual, City of Navotas",,14.6585,120.945,,,0,,0
"LTFRB_2210",,"Molave, Quezon City, Manila",,14.6291,121.066,,,0,,0
"LTFRB_2211",,"Narra, Quezon City, Manila",,14.6304,121.065,,,0,,0
"LTFRB_2212",,"Narra, Quezon City, Manila",,14.6321,121.066,,,0,,0
"LTFRB_2213",,"Aguho, Quezon City, Manila",,14.6335,121.065,,,0,,0
"LTFRB_2214",,"Aguho / Almasiga Intersection, Quezon City, Manila",,14.6326,121.064,,,0,,0
"LTFRB_2215",,"Aguho, Quezon City, Manila",,14.6307,121.063,,,0,,0
"LTFRB_2216",,"Ipil / Kalantas Intersection, Quezon City, Manila",,14.6306,121.066,,,0,,0
"LTFRB_2217",,"Narra, Quezon City, Manila",,14.6328,121.068,,,0,,0
"LTFRB_2218",,"Narra, Quezon City, Manila",,14.6317249344,121.0692930222,,,0,,0
"LTFRB_2219",,"Molave, Quezon City, Manila",,14.6303,121.069,,,0,,0
"LTFRB_222",,"Church of Jesus Christ of Latter-Day Saints, M. Naval, City of Navotas",,14.6608,120.946,,,0,,0
"LTFRB_2220",,"J.P. Rizal Street / C. Aguinaldo Intersection, Quezon City, Manila",,14.6274,121.07,,,0,,0
"LTFRB_2221",,"J.P. Rizal Street / T. Alonzo St Intersection, Quezon City, Manila",,14.6256,121.071,,,0,,0
"LTFRB_2222",,"J.P. Rizal Street / A.Luma Intersection, Quezon City, Manila",,14.6242,121.071,,,0,,0
"LTFRB_2223",,"Quirino Memorial Medical Cener, J.P. Rizal Street, Quezon City, Manila",,14.6223,121.072,,,0,,0
"LTFRB_2224",,"J.P. Rizal / D. Tirona Intersection, Quezon City, Manila",,14.6204,121.072,,,0,,0
"LTFRB_2225",,"J.P. Rizal, Quezon City, Manila",,14.6185,121.071,,,0,,0
"LTFRB_2226",,"J.P. Rizal, Quezon City, Manila",,14.6164,121.07,,,0,,0
"LTFRB_2227",,"J.P. Rizal, Quezon City, Manila",,14.615,121.068,,,0,,0
"LTFRB_2228",,"J.P. Rizal / Kalantiaw Intersection, Quezon City, Manila",,14.6156,121.066,,,0,,0
"LTFRB_2229",,"J.P. Rizal / Bayanin Rd Intersection, Quezon City, Manila",,14.6176,121.066,,,0,,0
"LTFRB_223",,"Navotas Elementary School, M. Naval, City of Navotas",,14.6626,120.945,,,0,,0
"LTFRB_2230",,"21st Ave, Quezon City, Manila",,14.6227,121.063,,,0,,0
"LTFRB_2231",,"21st Ave, Quezon City, Manila",,14.624,121.063,,,0,,0
"LTFRB_2232",,"E. Evangelista,  Quezon City, Manila",,14.625,121.063,,,0,,0
"LTFRB_2233",,"F. Castillo, Quezon City, Manila",,14.6253,121.065,,,0,,0
"LTFRB_2234",,"F. Castillo / A. Luna, Quezon City, Manila",,14.6258,121.065,,,0,,0
"LTFRB_2235",,"F. Castillo, Quezon City, Manila",,14.6268,121.066,,,0,,0
"LTFRB_2236",,"A. Luna, Quezon City, Manila",,14.6251,121.066,,,0,,0
"LTFRB_2237",,"Lakandula / Novales, Quezon City, Manila",,14.624,121.067,,,0,,0
"LTFRB_2238",,"P. Tuazon Blvd, Quezon City, Manila",,14.6226,121.067,,,0,,0
"LTFRB_2239",,"P. Tuazon Blvd / Kalantiaw, Quezon City, Manila",,14.6222,121.065,,,0,,0
"LTFRB_224",,"Gov. Andres Pascual High School, M. Naval, City of Navotas",,14.664,120.945,,,0,,0
"LTFRB_2240",,"V. Luna Ave / Kalayaan Ave Intersection, Quezon City, Manila",,14.6361,121.055,,,0,,0
"LTFRB_2241",,"Kalayaan Ave, Quezon City, Manila",,14.6381,121.055,,,0,,0
"LTFRB_2242",,"Kalayaan Ave, Quezon City, Manila",,14.6404,121.055,,,0,,0
"LTFRB_2243",,"Kalayaan Ave, Quezon City, Manila",,14.6426,121.054,,,0,,0
"LTFRB_2244",,"Kalayaan Ave, Quezon City, Manila",,14.645,121.053,,,0,,0
"LTFRB_2245",,"Kalayaan Ave / Mayaman Intersection, Quezon City, Manila",,14.647,121.052,,,0,,0
"LTFRB_2246",,"Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila",,14.6487,121.051,,,0,,0
"LTFRB_2247",,"National Kidney and Transplant Institute, East Ave, Quezon City, Manila",,14.6467,121.048,,,0,,0
"LTFRB_2248",,"East Ave, Quezon City, Manila",,14.6444,121.048,,,0,,0
"LTFRB_2249",,"East Ave, Quezon City, Manila",,14.6422,121.047,,,0,,0
"LTFRB_225",,"Iglesia Ni Cristo, M. Naval, City of Navotas",,14.6667,120.944,,,0,,0
"LTFRB_2250",,"East Ave, Quezon City, Manila",,14.6399,121.047,,,0,,0
"LTFRB_2251",,"East Ave / NIA Road Intersection, Quezon City, Manila",,14.6374,121.046,,,0,,0
"LTFRB_2252",,"East Ave, Quezon City, Manila",,14.635,121.046,,,0,,0
"LTFRB_2253",,"Matapang / Mapang-akit St Intersection, Quezon City, Manila",,14.6402,121.05,,,0,,0
"LTFRB_2254",,"Mapang-akit St, Quezon City, Manila",,14.638,121.049,,,0,,0
"LTFRB_2255",,"V. Luna Ave, Quezon City, Manila",,14.6371,121.05,,,0,,0
"LTFRB_2256",,"V. Luna Hospital, V. Luna Ave, Quezon City, Manila",,14.6366,121.053,,,0,,0
"LTFRB_2257",,"BIR Rd, Quezon City, Manila",,14.643,121.044,,,0,,0
"LTFRB_2258",,"BIR Rd, Quezon City, Manila",,14.6449,121.042,,,0,,0
"LTFRB_2259",,"Tandang Sora Ave, Quezon City, Manila",,14.6644,121.072,,,0,,0
"LTFRB_226",,"M. Naval / Ignacio Intersection City of Navotas",,14.6682,120.943,,,0,,0
"LTFRB_2260",,"Capitol Hills Dr / Tandang Sora Ave Intersection, Quezon City, Manila",,14.6632,121.074,,,0,,0
"LTFRB_2261",,"Tandang Sora Ave, Quezon City, Manila",,14.6613,121.076,,,0,,0
"LTFRB_2262",,"Tandang Sora Ave, Quezon City, Manila",,14.6591,121.076,,,0,,0
"LTFRB_2263",,"Magsaysay Ave / Tandang Sora Ave Intersection, Quezon City, Manila",,14.6576,121.074,,,0,,0
"LTFRB_2264",,"Katipunan Ave, Quezon City, Manila",,14.6551,121.074,,,0,,0
"LTFRB_2265",,"University Ave, Quezon City, Manila",,14.6548,121.059,,,0,,0
"LTFRB_2266",,"University Ave / E Jacinto St Intersection, Quezon City, Manila",,14.6548,121.062,,,0,,0
"LTFRB_2267",,"Osmeña Ave, Quezon City, Manila",,14.6555,121.065,,,0,,0
"LTFRB_2268",,"UP Film Institue, Osmeña Ave, Quezon City, Manila",,14.6561,121.067,,,0,,0
"LTFRB_2269",,"Magsaysay Ave / Roces St Intersection, Quezon City, Manila",,14.6575,121.069,,,0,,0
"LTFRB_227",,"Gov. Pascual / E. Tuazon Street Intersection, City of Navotas",,14.6611,120.944,,,0,,0
"LTFRB_2270",,"Laurel Ave / Apacible St Intersection, Quezon City, Manila",,14.6594,121.07,,,0,,0
"LTFRB_2271",,"E. Ma. Guerrero, Quezon City, Manila",,14.6588,121.073,,,0,,0
"LTFRB_2272",,"E. Ma. Guerrero / Osmeña Ave, Quezon City, Manila",,14.6562,121.073,,,0,,0
"LTFRB_2273",,"UP College of Education, A. Ma. Regidor St / Roxas Ave Intersection, Quezon City, Manila",,14.6539,121.073,,,0,,0
"LTFRB_2274",,"Roxas Ave, Quezon City, Manila",,14.6539,121.068,,,0,,0
"LTFRB_2275",,"UP Main Library, Quezon City, Manila",,14.6539,121.07,,,0,,0
"LTFRB_2276",,"Roxas Ave, Quezon City, Manila",,14.6541,121.065,,,0,,0
"LTFRB_2277",,"Seattle, Quezon City, Manila",,14.6208,121.043,,,0,,0
"LTFRB_2278",,"Panay Ave, Quezon City, Manila",,14.6315,121.019,,,0,,0
"LTFRB_2279",,"Panay Ave, Quezon City, Manila",,14.6331,121.022,,,0,,0
"LTFRB_228",,"Gov. Pascual / Los Martires Street Intersection, City of Navotas",,14.6619,120.944,,,0,,0
"LTFRB_2280",,"St Mary's College, Panay Ave, Quezon City, Manila",,14.635,121.025,,,0,,0
"LTFRB_2281",,"Scout Chuatoco / S AA Intersection, Quezon City, Manila",,14.6292,121.022,,,0,,0
"LTFRB_2282",,"Manuel A Roxas High School, Scout Chuatoco, Quezon City, Manila",,14.6286,121.025,,,0,,0
"LTFRB_2283",,"Scout Tobias / Timog Ave Intersection, Quezon City, Manila",,14.6358,121.031,,,0,,0
"LTFRB_2284",,"Columbia / Cambridge INtersection, Quezon City, Manila",,14.6254,121.053,,,0,,0
"LTFRB_2285",,"20th Ave / P. Tuazon Blvd Intersection, Quezon City, Manila",,14.6208,121.063,,,0,,0
"LTFRB_2286",,"Maningning / V. Luna Ave Intersection, Quezon City, Manila",,14.6353,121.057,,,0,,0
"LTFRB_2287",,"BIR Rd, Quezon City, Manila",,14.6417,121.046,,,0,,0
"LTFRB_2288",,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",,14.5343,120.989,,,0,,0
"LTFRB_2289",,"Coral Way / Diosdado Macapagal Blvd Intersection, Lungsod ng Pasay, Manila",,14.5318,120.99,,,0,,0
"LTFRB_229",,"Immaculate Memorial Garden, Gov. Pascual, City of Navotas",,14.6639,120.942,,,0,,0
"LTFRB_2290",,"Bradco / Diosdado Macapagal Blvd Intersection, Lungsod ng Pasay, Manila",,14.5292,120.99,,,0,,0
"LTFRB_2291",,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",,14.5268,120.99,,,0,,0
"LTFRB_2292",,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",,14.524,120.99,,,0,,0
"LTFRB_2293",,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",,14.522,120.991,,,0,,0
"LTFRB_2294",,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",,14.5195,120.991,,,0,,0
"LTFRB_2295",,"Diosdado Macapagal Blvd / NAIA Road Intersection, Lungsod ng Pasay, Manila",,14.5171,120.991,,,0,,0
"LTFRB_2296",,"Uniwide Coastal Mall, Diosdado Macapagal Blvd, Parañaque City, Manila",,14.5147,120.99,,,0,,0
"LTFRB_2297",,"Diosdado Macapagal Blvd, Parañaque City, Manila",,14.5117,120.99,,,0,,0
"LTFRB_2298",,"Diosdado Macapagal Blvd, Parañaque City, Manila",,14.5087,120.989,,,0,,0
"LTFRB_2299",,"Diosdado Macapagal Blvd / Pacific Avenue Intersection, Parañaque City, Manila",,14.506,120.988,,,0,,0
"LTFRB_23",,"MacArthur Highway, Marilao",,14.7754,120.939,,,0,,0
"LTFRB_230",,"Daang Hari Elementary School, Gov. Pascual, City of Navotas",,14.666,120.941,,,0,,0
"LTFRB_2300",,"Roxas Blvd, Parañaque City, Manila",,14.5346,120.993,,,0,,0
"LTFRB_2301",,"Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",,14.532,120.993,,,0,,0
"LTFRB_2302",,"Roxas Blvd / C. Rivera Intersection, Parañaque City, Manila",,14.5292,120.994,,,0,,0
"LTFRB_2303",,"Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",,14.5259,120.994,,,0,,0
"LTFRB_2304",,"Roxas Blvd / Jose Abad Santos Intersection, Parañaque City, Manila",,14.5236,120.994,,,0,,0
"LTFRB_2305",,"Roxas Blvd, Parañaque City, Manila",,14.5213,120.994,,,0,,0
"LTFRB_2306",,"Roxas Blvd, Parañaque City, Manila",,14.5189,120.993,,,0,,0
"LTFRB_2307",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.5142,120.993,,,0,,0
"LTFRB_2308",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.5112,120.992,,,0,,0
"LTFRB_2309",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.5083,120.992,,,0,,0
"LTFRB_231",,"Gov. Pascual / Daang Hari Street Intersection,  City of Navotas",,14.6677,120.94,,,0,,0
"LTFRB_2310",,"Manila-Cavite Expressway / Pacific Avenue Intersection, Parañaque City, Manila",,14.5047,120.991,,,0,,0
"LTFRB_2311",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.5015,120.99,,,0,,0
"LTFRB_2312",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.4991,120.989,,,0,,0
"LTFRB_2313",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.4965,120.988,,,0,,0
"LTFRB_2314",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.4939,120.987,,,0,,0
"LTFRB_2315",,"Manila-Cavite Expressway, Parañaque City, Manila",,14.4913,120.985,,,0,,0
"LTFRB_2316",,"Manila-Cavite Expressway, Las Piñas City, Manila",,14.4882,120.983,,,0,,0
"LTFRB_2317",,"Manila-Cavite Expressway, Las Piñas City, Manila",,14.4855,120.981,,,0,,0
"LTFRB_2318",,"Manila-Cavite Expressway, Las Piñas City, Manila",,14.4829,120.979,,,0,,0
"LTFRB_2319",,"F.B. Harrison Street, Lungsod ng Pasay, Manila",,14.5359,120.996,,,0,,0
"LTFRB_232",,"Navotas Municipal High School Annex, Gov. Pascual, City of Navotas",,14.6695,120.939,,,0,,0
"LTFRB_2320",,"F.B. Harrison Street / Russel Avenue Intersection, Lungsod ng Pasay, Manila",,14.534,120.996,,,0,,0
"LTFRB_2321",,"F.B. Harrison Street / Taft Avenue Extension Intersection, Lungsod ng Pasay, Manila",,14.5323,120.997,,,0,,0
"LTFRB_2322",,"Cuneta Avenue, Lungsod ng Pasay, Manila",,14.5361,120.994,,,0,,0
"LTFRB_2323",,"Russel Avenue, Lungsod ng Pasay, Manila",,14.5338,120.995,,,0,,0
"LTFRB_2324",,"Redemptorist Road, Parañaque City, Manila",,14.5322,120.995,,,0,,0
"LTFRB_2325",,"Cuneta Avenue, Lungsod ng Pasay, Manila",,14.537,120.998,,,0,,0
"LTFRB_2326",,"Cuneta Avenue, Lungsod ng Pasay, Manila",,14.5367,120.999,,,0,,0
"LTFRB_2327",,"Taft Avenue Extension, Lungsod ng Pasay, Manila",,14.5335,120.998,,,0,,0
"LTFRB_2328",,"Taft Avenue Extension / Narra Street Intersection, Lungsod ng Pasay, Manila",,14.5352,120.999,,,0,,0
"LTFRB_2329",,"Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila",,14.5369,121,,,0,,0
"LTFRB_233",,"San Roque Parish Church, Gov. Pascual, City of Navotas",,14.6714,120.938,,,0,,0
"LTFRB_2330",,"Quirino Ave / 12 de Junio Intersection, Parañaque City, Manila",,14.5308,120.997,,,0,,0
"LTFRB_2331",,"Pinaglabanan / Quirino Avenue, Parañaque City, Manila",,14.5294,120.997,,,0,,0
"LTFRB_2332",,"Quirino Ave, Parañaque City, Manila",,14.5275,120.997,,,0,,0
"LTFRB_2333",,"Airport Rd, Parañaque City, Manila",,14.5274,120.995,,,0,,0
"LTFRB_2334",,"Quirino Ave / T. Claudio Intersection, Parañaque City, Manila",,14.5261,120.997,,,0,,0
"LTFRB_2335",,"Airport Rd / Domestic Rd Intersection, Parañaque City, Manila",,14.5274,121,,,0,,0
"LTFRB_2336",,"Quirino Ave, Parañaque City, Manila",,14.5243,120.997,,,0,,0
"LTFRB_2337",,"Quirino Ave / 16th St Intersection, Parañaque City, Manila",,14.5223,120.997,,,0,,0
"LTFRB_2338",,"Quirino Ave / Bayview Drive Intersection, Parañaque City, Manila",,14.5205,120.997,,,0,,0
"LTFRB_2339",,"Quirino Ave, Parañaque City, Manila",,14.5186,120.996,,,0,,0
"LTFRB_234",,"Gov. Pascual / E. Pascual Intersection,  City of Navotas",,14.672,120.935,,,0,,0
"LTFRB_2340",,"NAIA Rd / Quirino Ave Intersection, Parañaque City, Manila",,14.5172,120.996,,,0,,0
"LTFRB_2341",,"NAIA Rd, Parañaque City, Manila",,14.5169,120.999,,,0,,0
"LTFRB_2342",,"NAIA Rd / Domestic Rd Intersection, Lungsod ng Pasay, Manila",,14.5168,121.001,,,0,,0
"LTFRB_2343",,"Domestic Rd, Lungsod ng Pasay, Manila",,14.5188,121.001,,,0,,0
"LTFRB_2344",,"Domestic Rd, Lungsod ng Pasay, Manila",,14.5208,121.001,,,0,,0
"LTFRB_2345",,"Domestic Rd, Lungsod ng Pasay, Manila",,14.5226,121.001,,,0,,0
"LTFRB_2346",,"Domestic Rd, Lungsod ng Pasay, Manila",,14.5244,121.001,,,0,,0
"LTFRB_2347",,"Conrad's Cafre and Grill, Domestic Rd, Lungsod ng Pasay, Manila",,14.5263,121,,,0,,0
"LTFRB_2348",,"Gabriel, Parañaque City, Manila",,14.5154,120.996,,,0,,0
"LTFRB_2349",,"Quirino Ave, Parañaque City, Manila",,14.5136,120.996,,,0,,0
"LTFRB_235",,"Tangos Elementary School, M. Naval, City of Navotas",,14.6732,120.935,,,0,,0
"LTFRB_2350",,"Quirino Ave, Parañaque City, Manila",,14.512,120.995,,,0,,0
"LTFRB_2351",,"Quirino Ave / Lopez de Leon Intersection, Parañaque City, Manila",,14.5102,120.995,,,0,,0
"LTFRB_2352",,"Quirino Ave, Parañaque City, Manila",,14.5083,120.995,,,0,,0
"LTFRB_2353",,"Quirino Ave, Parañaque City, Manila",,14.5067,120.994,,,0,,0
"LTFRB_2354",,"Quirino Ave, Parañaque City, Manila",,14.505,120.994,,,0,,0
"LTFRB_2355",,"Quirino Ave, Parañaque City, Manila",,14.5032,120.993,,,0,,0
"LTFRB_2356",,"Quirino Ave, Parañaque City, Manila",,14.5017,120.993,,,0,,0
"LTFRB_2357",,"P. Dandan / Quirino Ave Intersection, Parañaque City, Manila",,14.4997,120.991,,,0,,0
"LTFRB_2358",,"NAIA Rd, Parañaque City, Manila",,14.516,121.003,,,0,,0
"LTFRB_2359",,"NAIA Rd / Imelda Ave Intersection, Parañaque City, Manila",,14.5154,121.004,,,0,,0
"LTFRB_236",,"M. Naval, City of Navotas",,14.672,120.938,,,0,,0
"LTFRB_2360",,"Imelda Ave / Macopa Intersection, Lungsod ng Pasay, Manila",,14.5131,121.003,,,0,,0
"LTFRB_2361",,"Ninoy Aquino Ave, Lungsod ng Pasay, Manila",,14.5112,121.003,,,0,,0
"LTFRB_2362",,"Ninoy Aquino Ave / Verbena Street Intersection, Lungsod ng Pasay, Manila",,14.5091,121.002,,,0,,0
"LTFRB_2363",,"Ninoy Aquino Ave, Parañaque City, Manila",,14.5073,121.001,,,0,,0
"LTFRB_2364",,"Ninoy Aquino Ave, Parañaque City, Manila",,14.5057,121.001,,,0,,0
"LTFRB_2365",,"Ninoy Aquino Ave, Parañaque City, Manila",,14.5042,121,,,0,,0
"LTFRB_2366",,"Ninoy Aquino Ave / 14th St, Parañaque City, Manila",,14.5025,120.999,,,0,,0
"LTFRB_2367",,"Ninoy Aquino Ave / Multinational Ave Intersection, Parañaque City, Manila",,14.5007,120.998,,,0,,0
"LTFRB_2368",,"Ninoy Aquino Ave, Parañaque City, Manila",,14.4995,120.996,,,0,,0
"LTFRB_2369",,"Imelda Bridge, Parañaque City, Manila",,14.4988,120.994,,,0,,0
"LTFRB_237",,"Navotas Shipyard, M. Naval, City of Navotas",,14.6711,120.941,,,0,,0
"LTFRB_2370",,"Ninoy Aquino Ave, Parañaque City, Manila",,14.496,120.993,,,0,,0
"LTFRB_2371",,"Ninoy Aquino Ave, Parañaque City, Manila",,14.4929,120.992,,,0,,0
"LTFRB_2372",,"Ninoy Aquino Ave, Parañaque City, Manila",,14.4904,120.992,,,0,,0
"LTFRB_2373",,"Dr A. Santos Ave / A.Bonifacio, Parañaque City, Manila",,14.488,120.991,,,0,,0
"LTFRB_2374",,"Dr Arcadio Santos Ave, Parañaque City, Manila",,14.4854,120.992,,,0,,0
"LTFRB_2375",,"Virra Mall Sucat, Dr Arcadio Santos Ave, Parañaque City, Manila",,14.4835,120.995,,,0,,0
"LTFRB_2376",,"Shakeys, Dr Arcadio Santos Ave, Parañaque City, Manila",,14.4815,120.996,,,0,,0
"LTFRB_2377",,"Institute of Computer Technology, Dr Arcadio Santos Ave, Parañaque City, Manila",,14.4788,120.998,,,0,,0
"LTFRB_2378",,"Dr A. Santos Ave / Schilling Ln Intersection, Dr Arcadio Santos Ave, Parañaque City, Manila",,14.4757,121.001,,,0,,0
"LTFRB_2379",,"Dr A. Santos Ave, Parañaque City, Manila",,14.4735,121.004,,,0,,0
"LTFRB_238",,"M. Naval / Daanghari Intersection, City of Navotas",,14.6698,120.942,,,0,,0
"LTFRB_2380",,"Dr Arcadio Santos Ave / Del Cruz Comp. Intersection, Parañaque City, Manila",,14.4721,121.006,,,0,,0
"LTFRB_2381",,"Dr A. Santos Ave, Parañaque City, Manila",,14.4704,121.009,,,0,,0
"LTFRB_2382",,"Dr A. Santos Ave / N Lopez Ave Intersection, Parañaque City, Manila",,14.4686,121.012,,,0,,0
"LTFRB_2383",,"Dr A. Santos Ave / Vitalez Intersection, Parañaque City, Manila",,14.467,121.015,,,0,,0
"LTFRB_2384",,"Dr Arcadio Santos Ave / Filipinas Ave Intersection, Parañaque City, Manila",,14.4658,121.018,,,0,,0
"LTFRB_2385",,"Dr A. Santos Ave / San Antonio Ave Intersection, Parañaque City, Manila",,14.4648,121.02,,,0,,0
"LTFRB_2386",,"Dr A. Santos Ave, Parañaque City, Manila",,14.4635,121.022,,,0,,0
"LTFRB_2387",,"Dr A. Santos Ave / Sampaguita Ave Intersection, Parañaque City, Manila",,14.462,121.025,,,0,,0
"LTFRB_2388",,"Dr Arcadio Santos Ave / Press Dr Intersection, Parañaque City, Manila",,14.4608,121.028,,,0,,0
