"agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_id"
"LTFRB",,"Blumentritt - Libertad via Quiapo, Mabini","Cuneta Avenue, Lungsod ng Pasay, Manila - Dimasalang / Aurora Boulevard Intersection, Quezon City",3,,,,"LTFRB_PUJ1166"
"LTFRB",,"Blumentritt - Libertad via Quiapo, Mabini","Dimasalang / Aurora Boulevard Intersection, Quezon City - Cuneta Avenue, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1167"
"LTFRB",,"Blumentritt - Libertad via Sta. Cruz, L. Guinto","Antonio Arnaiz Ave / F.B. Harrison St Intersection - Light Rail Transit Line / Bulacan Intersection, Quezon City",3,,,,"LTFRB_PUJ1168"
"LTFRB",,"Blumentritt - Libertad via Sta. Cruz, L. Guinto","Light Rail Transit Line / Bulacan Intersection, Quezon City - Antonio Arnaiz Ave / F.B. Harrison St Intersection",3,,,,"LTFRB_PUJ1169"
"LTFRB",,"Blumentritt - Libertad via Sta. Cruz, Mabini","Antonio Arnaiz Ave / F.B. Harrison St Intersection - Old Antipolo / Felix Huetas Intersection, Quezon City",3,,,,"LTFRB_PUJ1170"
"LTFRB",,"Blumentritt - Libertad via Sta. Cruz, Mabini","Old Antipolo / Felix Huetas Intersection, Quezon City - Antonio Arnaiz Ave / F.B. Harrison St Intersection",3,,,,"LTFRB_PUJ1171"
"LTFRB",,"Blumentritt - North Harbor via Divisoria","Antonio Rivera, Manila - Light Rail Transportation / New Antipolo, Quezon City",3,,,,"LTFRB_PUJ1172"
"LTFRB",,"Blumentritt - North Harbor via Divisoria","Light Rail Transportation / New Antipolo, Quezon City - Antonio Rivera, Manila",3,,,,"LTFRB_PUJ1173"
"LTFRB",,"Blumentritt - Pasay RTDA. via Quiapo, L. Guinto","Light Rail Transportation / New Antipolo, Quezon City - Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1174"
"LTFRB",,"Blumentritt - Pasay RTDA. via Quiapo, L. Guinto","Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila - Light Rail Transportation / New Antipolo, Quezon City",3,,,,"LTFRB_PUJ1175"
"LTFRB",,"Blumentritt - Pasay RTDA via Sta. Cruz, L. Guinto","New Antipolo / Oroquieta Intersection, Quezon City - Epifanio de los Santos Avenue, Lungsod ng Pasay",3,,,,"LTFRB_PUJ1176"
"LTFRB",,"Blumentritt - Pasay RTDA via Sta. Cruz, L. Guinto","Epifanio de los Santos Avenue, Lungsod ng Pasay - New Antipolo / Oroquieta Intersection, Quezon City",3,,,,"LTFRB_PUJ1177"
"LTFRB",,"Blumentritt - Pasay RTDA. via Sta. Cruz, Mabini","Old Antipolo / Felix Huetas Intersection, Quezon City - Epifanio de los Santos Avenue, Lungsod ng Pasay",3,,,,"LTFRB_PUJ1178"
"LTFRB",,"Blumentritt - Pasay RTDA. via Sta. Cruz, Mabini","Epifanio de los Santos Avenue, Lungsod ng Pasay - Old Antipolo / Felix Huetas Intersection, Quezon City",3,,,,"LTFRB_PUJ1179"
"LTFRB",,"Blumentritt - Remedios via Quiapo, L. Guinto","Light Rail Transportation / New Antipolo, Quezon City - Leon Guinto Sr., Manila",3,,,,"LTFRB_PUJ1180"
"LTFRB",,"Blumentritt - Remedios via Quiapo, L. Guinto","Leon Guinto Sr., Manila - Light Rail Transportation / New Antipolo, Quezon City",3,,,,"LTFRB_PUJ1181"
"LTFRB",,"Blumentritt - Retiro","Light Rail Transportation / New Antipolo, Quezon City - N. S. Amoranto Sr. Avenue / Banawe Avenue Intersection, Quezon City",3,,,,"LTFRB_PUJ1182"
"LTFRB",,"Blumentritt - Retiro","N. S. Amoranto Sr. Avenue / Banawe Avenue Intersection, Quezon City - Light Rail Transportation / New Antipolo, Quezon City",3,,,,"LTFRB_PUJ1183"
"LTFRB",,"Blumentritt - Sta. Quiteria","Ferdinand Blumentritt / Felix Huertas Intersection, Quezon City - Roxas, Quirino Highway, Quezon City",3,,,,"LTFRB_PUJ1184"
"LTFRB",,"Blumentritt - Sta. Quiteria","Roxas, Quirino Highway, Quezon City - Ferdinand Blumentritt / Felix Huertas Intersection, Quezon City",3,,,,"LTFRB_PUJ1185"
"LTFRB",,"Blumentritt - Vito Cruz via Quiapo, Mabini","Light Rail Transportation / New Antipolo, Quezon City - HP Village Square, Pablo Ocampo Sr., Manila",3,,,,"LTFRB_PUJ1186"
"LTFRB",,"Blumentritt - Vito Cruz via Quiapo, Mabini","HP Village Square, Pablo Ocampo Sr., Manila - Light Rail Transportation / New Antipolo, Quezon City",3,,,,"LTFRB_PUJ1187"
"LTFRB",,"Boni/Pinatubo - Kalentong/JRC","Arayat, Mandaluyong City, Manila - Daang Bakal / New Panaderos Extension Intersection, Manila",3,,,,"LTFRB_PUJ1188"
"LTFRB",,"Boni/Pinatubo - Kalentong/JRC","Daang Bakal / New Panaderos Extension Intersection, Manila - Arayat, Mandaluyong City, Manila",3,,,,"LTFRB_PUJ1189"
"LTFRB",,"Boni - Kalentong/JRC via Boni Ave.","Arayat, Mandaluyong City, Manila - New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City",3,,,,"LTFRB_PUJ1190"
"LTFRB",,"Boni - Kalentong/JRC via Boni Ave.","New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City - Arayat, Mandaluyong City, Manila",3,,,,"LTFRB_PUJ1191"
"LTFRB",,"Boni (Robinson's Complex) - Kalentong/JRC","Pioneer Studios, Pioneer, Pasig City, Manila - New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City",3,,,,"LTFRB_PUJ1192"
"LTFRB",,"Boni (Robinson's Complex) - Kalentong/JRC","New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City - Pioneer Studios, Pioneer, Pasig City, Manila",3,,,,"LTFRB_PUJ1193"
"LTFRB",,"Boni/Pinatubo - Stop & Shop","Arayat, Mandaluyong City, Manila - Ramon Magsaysay Blvd / Altura Intersection, Manila",3,,,,"LTFRB_PUJ1194"
"LTFRB",,"Boni/Pinatubo - Stop & Shop","Ramon Magsaysay Blvd / Altura Intersection, Manila - Arayat, Mandaluyong City, Manila",3,,,,"LTFRB_PUJ1195"
"LTFRB",,"Buendia (Crispa) - PRC via P. Tamo","Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - A. Reyes Ave, Makati City, Manila",3,,,,"LTFRB_PUJ1196"
"LTFRB",,"Buendia (Crispa) - PRC via P. Tamo","A. Reyes Ave, Makati City, Manila - Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1197"
"LTFRB",,"Cabrera - Libertad","P.Zamora, Lungsod ng Pasay - Antonio Arnaiz Ave / P.Zamora Intersection, Manila",3,,,,"LTFRB_PUJ1198"
"LTFRB",,"Cabrera - Libertad","Antonio Arnaiz Ave / P.Zamora Intersection, Manila - P.Zamora, Lungsod ng Pasay",3,,,,"LTFRB_PUJ1199"
"LTFRB",,"Cainta Junction - Cubao via Ortigas Ave. Ext.","Rosario Ocampo Elementary School, Rosario Ocampo Elementary School - 15th Ave / P. Tuazon Blvd, Quezon City, Manila",3,,,,"LTFRB_PUJ1200"
"LTFRB",,"Cainta Junction - Cubao via Ortigas Ave. Ext.","15th Ave / P. Tuazon Blvd, Quezon City, Manila - Rosario Ocampo Elementary School, Rosario Ocampo Elementary School",3,,,,"LTFRB_PUJ1201"
"LTFRB",,"Calumpang - Cubao via 20th Ave., P. Tuazon","General Romulo Ave ,Quezon City, Manila - Nicanor Roxas St, Marikina City, Manila",3,,,,"LTFRB_PUJ1202"
"LTFRB",,"Calumpang - Cubao via 20th Ave., P. Tuazon","Nicanor Roxas St, Marikina City, Manila - General Romulo Ave ,Quezon City, Manila",3,,,,"LTFRB_PUJ1203"
"LTFRB",,"Calumpang - Stop & Shop via Aurora Blvd.","Internet Cafe, Old Sta. Mesa, Manila - J. P. Rizal St, Marikina City, Manila",3,,,,"LTFRB_PUJ1204"
"LTFRB",,"Calumpang - Stop & Shop via Aurora Blvd.","J. P. Rizal St, Marikina City, Manila - Internet Cafe, Old Sta. Mesa, Manila",3,,,,"LTFRB_PUJ1205"
"LTFRB",,"Camarin - Novaliches (TP)","Topaz, Caloocan City - Ipil / Camarin Road Intersection, Caloocan City",3,,,,"LTFRB_PUJ1206"
"LTFRB",,"Camarin - Novaliches (TP)","Ipil / Camarin Road Intersection, Caloocan City - Topaz, Caloocan City",3,,,,"LTFRB_PUJ1207"
"LTFRB",,"Camella Homes Springville Subd.-Talon Las Pinas","Everlasting St, Bacoor City, Manila - Alabang-Zapote Road / Southmall Access Rd Intersection, Muntinlupa City, Manila",3,,,,"LTFRB_PUJ1208"
"LTFRB",,"Camella Homes Springville Subd.-Talon Las Pinas","Alabang-Zapote Road / Southmall Access Rd Intersection, Muntinlupa City, Manila - Everlasting St, Bacoor City, Manila",3,,,,"LTFRB_PUJ1209"
"LTFRB",,"Camella (Gawaran) - Lozada Market via Marcos Alvarez","M Gawaran Ave, Bacoor City, Manila - Alabang-Zapote Road, Las Piñas City, Manila",3,,,,"LTFRB_PUJ1210"
"LTFRB",,"Camella (Gawaran) - Lozada Market via Marcos Alvarez","Alabang-Zapote Road, Las Piñas City, Manila - M Gawaran Ave, Bacoor City, Manila",3,,,,"LTFRB_PUJ1211"
"LTFRB",,"Cartimar - EDSA/Buendia via Bel Air","Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - Epifanio de los Santos Avenue, Makati City, Manila",3,,,,"LTFRB_PUJ1212"
"LTFRB",,"Cartimar - EDSA/Buendia via Bel Air","Epifanio de los Santos Avenue, Makati City, Manila - Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1213"
"LTFRB",,"CCP Complex - Taft Ave. via Vito Cruz","Jose Diokno Blvd, Lungsod ng Pasay, Manila - Taft Avenue / Pablo Ocampo Sreet, Avenue, Manila",3,,,,"LTFRB_PUJ1214"
"LTFRB",,"CCP Complex - Taft Ave. via Vito Cruz","Taft Avenue / Pablo Ocampo Sreet, Avenue, Manila - Jose Diokno Blvd, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1215"
"LTFRB",,"Cielito Homes - Novaliches (TP) via Old Camarin Rd.","Our Lady Mercy Church, Quirino Highway, Caloocan City - Mahogany / Castle Spring Avenue, Caloocan City",3,,,,"LTFRB_PUJ1216"
"LTFRB",,"Cielito Homes - Novaliches (TP) via Old Camarin Rd.","Mahogany / Castle Spring Avenue, Caloocan City - Our Lady Mercy Church, Quirino Highway, Caloocan City",3,,,,"LTFRB_PUJ1217"
"LTFRB",,"Cogeo - Cubao via Marcos Hi-way","Mayor Ignacio Santos Diaz / N.Domingo Intersection, San Juan, Manila - Marcos Hwy, Antipolo City, Manila",3,,,,"LTFRB_PUJ1218"
"LTFRB",,"Cogeo - Cubao via Marcos Hi-way","Marcos Hwy, Antipolo City, Manila - Mayor Ignacio Santos Diaz / N.Domingo Intersection, San Juan, Manila",3,,,,"LTFRB_PUJ1219"
"LTFRB",,"Crame - Cubao via Murphy","Road 6, San Juan, Manila - APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila",3,,,,"LTFRB_PUJ1220"
"LTFRB",,"Crame - Cubao via Murphy","APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila - Road 6, San Juan, Manila",3,,,,"LTFRB_PUJ1221"
"LTFRB",,"Crame - Q-Mart via P. Tuazon, E. Garcia","Road 6, San Juan, Manila - Ermin Garcia Ave, Quezon City, Manila",3,,,,"LTFRB_PUJ1222"
"LTFRB",,"Crame - Q-Mart via P. Tuazon, E. Garcia","Ermin Garcia Ave, Quezon City, Manila - Road 6, San Juan, Manila",3,,,,"LTFRB_PUJ1223"
"LTFRB",,"Cubao-Divisoria via Sta.Mesa,Aurora Blvd.","Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila - Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1224"
"LTFRB",,"Cubao-Divisoria via Sta.Mesa,Aurora Blvd.","Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila - Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila",3,,,,"LTFRB_PUJ1225"
"LTFRB",,"Cubao - Pier South via Espana","25th St / Antonio C. Delgado Intersection, Manila - Columbia / Yale Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1226"
"LTFRB",,"Cubao - Pier South via Espana","Columbia / Yale Intersection, Quezon City, Manila - 25th St / Antonio C. Delgado Intersection, Manila",3,,,,"LTFRB_PUJ1227"
"LTFRB",,"Cubao - Proj. 4 via P. Tuazon","P. Tuazon Blvd / 21st Ave Intersection, Quezon City, Manila - J.P. Rizal Street / C. Aguinaldo Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1228"
"LTFRB",,"Cubao - Proj. 4 via P. Tuazon","J.P. Rizal Street / C. Aguinaldo Intersection, Quezon City, Manila - P. Tuazon Blvd / 21st Ave Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1229"
"LTFRB",,"Cubao - Remedios via Quiapo, L. Guinto","Taft Ave, Manila - General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1230"
"LTFRB",,"Cubao - Recto via Espana","España Blvd / Nicanor Reyes St Intersection, Manila - Aurora Blvd / Epifanio de los Santos Avenue Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1232"
"LTFRB",,"Cubao - Recto via Espana","Aurora Blvd / Epifanio de los Santos Avenue Intersection, Quezon City, Manila - España Blvd / Nicanor Reyes St Intersection, Manila",3,,,,"LTFRB_PUJ1233"
"LTFRB",,"Cubao - Lagro via Kalayaan","13th Ave / P. Tuazon Blvd, Quezon City, Manila - Quirino Highway / St James Intersection, Calcoocan City",3,,,,"LTFRB_PUJ1234"
"LTFRB",,"Cubao - Lagro via Kalayaan","Quirino Highway / St James Intersection, Calcoocan City - 13th Ave / P. Tuazon Blvd, Quezon City, Manila",3,,,,"LTFRB_PUJ1235"
"LTFRB",,"Cubao (Arayat) - V. Luna via Ybardolaza","P. A. Bernardo, Quezon City, Manila - V. Luna Hospital, V. Luna Ave, Quezon City, Manila",3,,,,"LTFRB_PUJ1236"
"LTFRB",,"Cubao (Arayat) - V. Luna via Ybardolaza","V. Luna Hospital, V. Luna Ave, Quezon City, Manila - P. A. Bernardo, Quezon City, Manila",3,,,,"LTFRB_PUJ1237"
"LTFRB",,"Dagat - Dagatan - del Pan via Rotonda","Sto. Nino Church, Nicolas Zamora, Manila - ADC Batching Point, North Bay Boulevard, City of Navotas",3,,,,"LTFRB_PUJ1238"
"LTFRB",,"Dagat - Dagatan - del Pan via Rotonda","ADC Batching Point, North Bay Boulevard, City of Navotas - Sto. Nino Church, Nicolas Zamora, Manila",3,,,,"LTFRB_PUJ1239"
"LTFRB",,"Dasmarinas Resettlement Area - Baclaran via Coastal Rd.","Block-B Internal Rd, Lungsod ng Dasmariñas, Manila - F.B. Harrison Street / Taft Avenue Extension Intersection, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1240"
"LTFRB",,"Dasmarinas Resettlement Area - Baclaran via Coastal Rd.","F.B. Harrison Street / Taft Avenue Extension Intersection, Lungsod ng Pasay, Manila - Block-B Internal Rd, Lungsod ng Dasmariñas, Manila",3,,,,"LTFRB_PUJ1241"
"LTFRB",,"Dapitan - I. Delos Reyes/P. Campa via Laon Laan","Community Centre, San Isidro Labrador, Quezon City - España Blvd / Nicanor Reyes St Intersection, Manila",3,,,,"LTFRB_PUJ1243"
"LTFRB",,"Dapitan - Libertad via Mabini","Antonio Arnaiz Ave / F.B. Harrison St Intersection - Community Centre, San Isidro Labrador, Quezon City",3,,,,"LTFRB_PUJ1244"
"LTFRB",,"Dapitan - Libertad via Mabini","Community Centre, San Isidro Labrador, Quezon City - Antonio Arnaiz Ave / F.B. Harrison St Intersection",3,,,,"LTFRB_PUJ1245"
"LTFRB",,"Dapitan - Pasay RTDA. Via L. Guinto","Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila - Community Centre, San Isidro Labrador, Quezon City",3,,,,"LTFRB_PUJ1246"
"LTFRB",,"Dapitan - Pasay RTDA. Via L. Guinto","Community Centre, San Isidro Labrador, Quezon City - Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1247"
"LTFRB",,"H. Dela Costa II - SM Fairview via Quirino Highway","Quirino Highway, Quezon City - Dela Costa Avenue, Calcoocan City",3,,,,"LTFRB_PUJ1248"
"LTFRB",,"H. Dela Costa II - SM Fairview via Quirino Highway","Dela Costa Avenue, Calcoocan City - Quirino Highway, Quezon City",3,,,,"LTFRB_PUJ1249"
"LTFRB",,"Del Monte - Quezon Ave. via Banaue","Banawe Avenue / P. Florentino Intersection, Quezon City - Banawe Avenue, Quezon City",3,,,,"LTFRB_PUJ1250"
"LTFRB",,"Del Monte - Quezon Ave. via Banaue","Banawe Avenue, Quezon City - Banawe Avenue / P. Florentino Intersection, Quezon City",3,,,,"LTFRB_PUJ1251"
"LTFRB",,"Del Pan Guadalupe (Ibabaw)","Epifanio de los Santos Avenue, Makati City, Manila - Tejeron, Makati City, Manila",3,,,,"LTFRB_PUJ1252"
"LTFRB",,"Del Pan Guadalupe (Ibabaw)","Tejeron, Makati City, Manila - Epifanio de los Santos Avenue, Makati City, Manila",3,,,,"LTFRB_PUJ1253"
"LTFRB",,"Dian - Libertad","A. Arnaiz Ave / Hidalgo, Lungsod ng Pasay, Manila - Dian / Pablo Ocampo Sr. Intersection, Manila",3,,,,"LTFRB_PUJ1254"
"LTFRB",,"Dian - Libertad","Dian / Pablo Ocampo Sr. Intersection, Manila - A. Arnaiz Ave / Hidalgo, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUJ1255"
"LTFRB",,"Divisoria - Don Bosco via Moriones, Dagupan, Juan Luna","Union Bank of Philippines, Juan Luca, Manila - d E. Marcos Highway / Herbosa Intersection, Velasquez, Tondo",3,,,,"LTFRB_PUJ1256"
"LTFRB",,"Divisoria - Don Bosco via Moriones, Dagupan, Juan Luna","d E. Marcos Highway / Herbosa Intersection, Velasquez, Tondo - Dagupan, Manila",3,,,,"LTFRB_PUJ1257"
"LTFRB",,"Divisoria - Gasak via H. Lopez","P. Rada / Carman Planas Intersection, Manila - General Luma Street / Ilang Ilang Intersection, Malabon City",3,,,,"LTFRB_PUJ1258"
"LTFRB",,"Divisoria - Gasak via H. Lopez","General Luma Street / Ilang Ilang Intersection, Malabon City - P. Rada / Carman Planas Intersection, Manila",3,,,,"LTFRB_PUJ1259"
"LTFRB",,"Divisoria - Libertad via L. Guinto","Juan Luna, Manila - Antonio Arnaiz Ave / P.Zamora Intersection, Manila",3,,,,"LTFRB_PUJ1260"
"LTFRB",,"Divisoria - Libertad via L. Guinto","Antonio Arnaiz Ave / P.Zamora Intersection, Manila - Juan Luna, Manila",3,,,,"LTFRB_PUJ1261"
"LTFRB",,"Divisoria - Libertad via Mabini","Juan Luna, Manila - Park Ave, Lungsod ng Pasay",3,,,,"LTFRB_PUJ1262"
"LTFRB",,"Divisoria - Libertad via Mabini","Park Ave, Lungsod ng Pasay - Juan Luna, Manila",3,,,,"LTFRB_PUJ1263"
"LTFRB",,"Divisoria - Malinta via J.A. Santos","Antonio Rivera, Manila - MacArthur Highway / San Miguel Interchange, Dalandanan, Valenzuela City",3,,,,"LTFRB_PUJ1264"
"LTFRB",,"Divisoria - Malinta via J.A. Santos","MacArthur Highway / San Miguel Interchange, Dalandanan, Valenzuela City - Antonio Rivera, Manila",3,,,,"LTFRB_PUJ1265"
"LTFRB",,"Divisoria - Magpajo via A. Mabini","Dagupan, Manila - Matrinez Memorial College, A. Mabini Avenue, Juan Luna, Caloocan City",3,,,,"LTFRB_PUJ1266"
"LTFRB",,"Divisoria - Magpajo via A. Mabini","Matrinez Memorial College, A. Mabini Avenue, Juan Luna, Caloocan City - Dagupan, Manila",3,,,,"LTFRB_PUJ1267"
"LTFRB",,"Divisoria - MCU via Del Mundo, J.A. Santos","Antonio Rivera, Manila - Epifanio de los Santos Avenue / Gen Malvar Intersection , Caloocan City",3,,,,"LTFRB_PUJ1268"
"LTFRB",,"Divisoria - MCU via Del Mundo, J.A. Santos","Epifanio de los Santos Avenue / Gen Malvar Intersection , Caloocan City - Antonio Rivera, Manila",3,,,,"LTFRB_PUJ1269"
"LTFRB",,"Divisoria - Murphy via Legarda, Aurora Blvd.","Antonio Rivera, Manila - W Point / Columbia Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1270"
"LTFRB",,"Divisoria - Murphy via Legarda, Aurora Blvd.","Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila - Antonio Rivera, Manila",3,,,,"LTFRB_PUJ1271"
"LTFRB",,"Divisoria - Navotas via H. Lopez","Ylayay, Manila - M. Naval, City of Navotas",3,,,,"LTFRB_PUJ1272"
"LTFRB",,"Divisoria - Navotas via H. Lopez","M. Naval, City of Navotas - Ylayay, Manila",3,,,,"LTFRB_PUJ1273"
"LTFRB",,"Divisoria - Pasay RTDA. Via L. Guinto","Soler St / Roman Intersection, Manila - Tramo, Lungsod ng Pasay",3,,,,"LTFRB_PUJ1274"
"LTFRB",,"Divisoria - Pasay RTDA. Via L. Guinto","Tramo, Lungsod ng Pasay - Soler St / Roman Intersection, Manila",3,,,,"LTFRB_PUJ1275"
"LTFRB",,"Divisoria - Pier North via Del Pan","Del Pan Flyover, Manila - Moriones / Sta. Maria Intersection, Manila",3,,,,"LTFRB_PUJ1276"
"LTFRB",,"Divisoria - Pier North via Del Pan","Moriones / Sta. Maria Intersection, Manila - Del Pan Flyover, Manila",3,,,,"LTFRB_PUJ1277"
"LTFRB",,"Divisoria - Punta via Sta. Mesa","Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila - F Y Manalo, Manila",3,,,,"LTFRB_PUJ1278"
"LTFRB",,"Divisoria - Punta via Sta. Mesa","F Y Manalo, Manila - Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila",3,,,,"LTFRB_PUJ1279"
"LTFRB",,"Divisoria - Retiro via J. A. Santos","Narra, Manila - N. S. Amoranto Sr. Avenue / Don Jose Intersection, Quezon City",3,,,,"LTFRB_PUJ1280"
"LTFRB",,"Divisoria - Retiro via J. A. Santos","N. S. Amoranto Sr. Avenue / Don Jose Intersection, Quezon City - Narra, Manila",3,,,,"LTFRB_PUJ1281"
"LTFRB",,"Divisoria - Sangandaan via Maypajo","Dagupan, Manila - Jollibee, Samson Road, Caloocan City",3,,,,"LTFRB_PUJ1282"
"LTFRB",,"Divisoria - Sangandaan via Maypajo","Jollibee, Samson Road, Caloocan City - Dagupan, Manila",3,,,,"LTFRB_PUJ1283"
"LTFRB",,"Divisoria - San Juan","Claro M. Recto Ave, Manila - Corazon De Jesus / N.Domingo, Manila",3,,,,"LTFRB_PUJ1284"
"LTFRB",,"Divisoria - San Juan","Corazon De Jesus / N.Domingo, Manila - Claro M. Recto Ave, Manila",3,,,,"LTFRB_PUJ1285"
"LTFRB",,"Divisoria - Sta. Cruz via Madrid","Dasmariñas, Manila - Camba / Clavel Intersection, Manila",3,,,,"LTFRB_PUJ1286"
"LTFRB",,"Divisoria - Sta. Mesa via R. Magsaysay","Claro M. Recto Ave, Manila - Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila",3,,,,"LTFRB_PUJ1288"
"LTFRB",,"Divisoria - Sta. Mesa via R. Magsaysay","Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila - Claro M. Recto Ave, Manila",3,,,,"LTFRB_PUJ1289"
"LTFRB",,"Divisoria - Gastambide via Morayta","Jose Abad Santos Ave., Manila - España Blvd / Nicanor Reyes St Intersection, Manila",3,,,,"LTFRB_PUJ1290"
"LTFRB",,"Divisoria - Gastambide via Morayta","España Blvd / Nicanor Reyes St Intersection, Manila - Jose Abad Santos Ave., Manila",3,,,,"LTFRB_PUJ1291"
"LTFRB",,"Divisoria T.M. Kalaw via Jones Br.","T.M. Kalaw / Maria Y. Orosa St - Juan Luna, Manila",3,,,,"LTFRB_PUJ1292"
"LTFRB",,"Divisoria T.M. Kalaw via Jones Br.","Juan Luna, Manila - T.M. Kalaw / Maria Y. Orosa St",3,,,,"LTFRB_PUJ1293"
"LTFRB",,"Divisoria - Tayuman via Dagupan","Dagupan, Manila - Dagupan / Arqueros Intersection, Manila",3,,,,"LTFRB_PUJ1294"
"LTFRB",,"Divisoria - Tayuman via Dagupan","Dagupan / Arqueros Intersection, Manila - Dagupan, Manila",3,,,,"LTFRB_PUJ1295"
"LTFRB",,"Divisoria - Velasquez","Union Bank of Philippines, Juan Luca, Manila - Vitas, Velasquez, Tondo",3,,,,"LTFRB_PUJ1296"
"LTFRB",,"Divisoria - Velasquez","Vitas, Velasquez, Tondo - Union Bank of Philippines, Juan Luca, Manila",3,,,,"LTFRB_PUJ1297"
"LTFRB",,"Dominga - Libertad","Taft Avenue / Pablo Ocampo Sreet, Avenue, Manila - Antonio Arnaiz Ave / F.B. Harrison St Intersection",3,,,,"LTFRB_PUJ1298"
"LTFRB",,"Dominga - Libertad","Antonio Arnaiz Ave / F.B. Harrison St Intersection - Taft Avenue / Pablo Ocampo Sreet, Avenue, Manila",3,,,,"LTFRB_PUJ1299"
"LTFRB",,"EDSA/North Ave. - Tandang Sora/Mindanao Ave.","Pacific Global Hospital, Mindanao Avenue, Quezon City - Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City",3,,,,"LTFRB_PUJ1300"
"LTFRB",,"EDSA/North Ave. - Tandang Sora/Mindanao Ave.","Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City - Pacific Global Hospital, Mindanao Avenue, Quezon City",3,,,,"LTFRB_PUJ1301"
"LTFRB",,"EDSA/North Ave. - UP via North Ave., Marcos Ave.","Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City - E. Ma. Guerrero / Osmeña Ave, Quezon City, Manila",3,,,,"LTFRB_PUJ1304"
"LTFRB",,"EDSA/North Ave. - UP via North Ave., Marcos Ave.","E. Ma. Guerrero / Osmeña Ave, Quezon City, Manila - Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City",3,,,,"LTFRB_PUJ1305"
"LTFRB",,"EDSA/Pioneer - Pateros via Pasig","M. Almeda, Pateros, Manila - Epifanio de los Santos Avenue / United Intersection, Mandaluyong City, Manila",3,,,,"LTFRB_PUJ1306"
"LTFRB",,"EDSA/Pioneer - Pateros via Pasig","Epifanio de los Santos Avenue / United Intersection, Mandaluyong City, Manila - M. Almeda, Pateros, Manila",3,,,,"LTFRB_PUJ1307"
"LTFRB",,"EDSA/SSH - Sucat via SSH","South Luzon Expressway, Muntinlupa City, Manila - Epifanio de los Santos Avenue / Skyway , Lungsod ng Makati, Manila",3,,,,"LTFRB_PUJ1308"
"LTFRB",,"EDSA/SSH - Sucat via SSH","Epifanio de los Santos Avenue / Skyway , Lungsod ng Makati, Manila - South Luzon Expressway, Muntinlupa City, Manila",3,,,,"LTFRB_PUJ1309"
"LTFRB",,"EDSA/Shaw - E. Rodriguez (Ugong) via J. Vargas Ave.","Mayflower, Mandaluyong City, Manila - Lanuza Ave / C-5 Intersection , Pasig City, Manila",3,,,,"LTFRB_PUJ1310"
"LTFRB",,"EDSA/Shaw - E. Rodriguez (Ugong) via J. Vargas Ave.","Eulogio Rodriguez Jr Ave / Doña Julia Vargas Ave Intersection, Pasig City, Manila - Mayflower, Mandaluyong City, Manila",3,,,,"LTFRB_PUJ1311"
